"Provider Number","Facility Name",City,State,"Zip Code","Certification Date","Medicare Census","Medicaid Census","Other Census","Total Residents","Program Participation Code","Hospital Based","Ownership Type","Multi-Facility Organization","Multi-Facility Organization Name","Number of AIDS Beds","Number of Alzheimer's Disease Beds","Number of Dialysis Beds","Number of Disabled Children/Young Adult Beds","Number of Head Trauma Beds","Number of Hospice Beds","Number of Huntington's Disease Beds","Number of Ventilator Beds","Number of Other Specialized Rehab Beds","Organized Residents' Group","Organized Family Member Group","Facility Conducts Experimental Research","Continuing Care Retirement Community (CCRC)","7 Day RN Waiver Date","7 Day RN Hrs Waived Per Week","24 Hr Licensed Nursing Waiver Date","24 Hr Licensed Nursing Hrs Waived Per Week","Nurse Aide Training and Competency Evaluation Program"
345414,"Haymount Rehabilitation & Nursing Center, Inc.",Fayetteville,NC,28303,2025-05-01,11,66,11,88,"SNF/NF Dual Certification",No,"For Profit - Corporation",Yes,"Century Care management",0,0,0,0,0,0,0,0,0,Yes,No,No,No,"",0,"",0,No
345415,"Pineville Rehabilitation and Living Center",Pineville,NC,28134,2025-06-06,6,51,27,84,"SNF/NF Dual Certification",No,"For Profit - LLC",Yes,"CCH Healthcare",0,0,0,0,0,0,0,0,0,Yes,No,No,No,"",0,"",0,No
345416,"Bermuda Village Retirement Center","Bermuda Run",NC,27006,2025-03-20,14,1,20,35,"SNF/NF Distinct Part",No,"For Profit - LLC",No,"",0,0,0,0,0,7,0,0,0,No,No,No,No,"",0,"",0,No
345417,"Hillside Nursing Center of Wake Forest","Wake Forest",NC,27588,2024-09-06,25,54,33,112,"SNF/NF - Medicare/Medicaid",No,"For Profit - Corporation",No,"",0,0,0,0,0,0,0,0,0,Yes,No,No,No,"",0,"",0,No
345418,"Swannanoa Valley Health and Rehabilitation",Swannanoa,NC,28778,2024-09-18,21,78,4,103,"SNF/NF - Medicare/Medicaid",No,"For Profit - LLC",Yes,"Ascent Healthcare",0,0,0,0,0,0,0,0,0,Yes,Yes,No,No,"",0,"",0,No
345419,"Lexington Health Care Center",Lexington,NC,27292,2025-04-29,7,63,21,91,"SNF/NF Dual Certification",No,"For Profit - LLC",Yes,"Medical Facilities of America",0,0,0,0,0,0,0,0,0,Yes,No,No,No,"",0,"",0,No
345420,"Alamance Health Care Center",Burlington,NC,27217,2025-05-01,19,90,57,166,"SNF/NF Dual Certification",No,"For Profit - LLC",Yes,"Medical Facilities of America",0,0,0,0,0,0,0,0,0,Yes,Yes,No,No,"",0,"",0,No
345421,"The Laurels of Chatham",Pittsboro,NC,27312,2024-04-17,7,78,35,120,"SNF/NF - Medicare/Medicaid",No,"For Profit - Corporation",Yes,"Ciena Healthcare",0,16,0,0,0,0,0,0,0,Yes,No,No,No,"",0,"",0,No
345423,"Wilson Rehabilitation and Nursing Center",Wilson,NC,27893,2025-02-13,12,44,18,74,"SNF/NF Distinct Part",No,"For Profit - Corporation",Yes,"Duke Lifepoint Hospital System",0,0,0,0,0,0,0,0,0,Yes,No,No,No,"",0,"",0,No
345425,"Fair Haven Home Inc",BOSTIC,NC,28018,2024-05-08,6,16,7,29,"SNF/NF - Medicare/Medicaid",No,"For Profit - Corporation",No,"",0,0,0,0,0,0,0,0,0,Yes,No,No,No,"",0,"",0,No
345426,"Valley View Care and Rehabilitation",Andrews,NC,28901,2025-03-14,10,51,8,69,"SNF/NF Dual Certification",No,"For Profit - LLC",Yes,"Consulate Healthcare",0,0,0,0,0,0,0,0,0,Yes,No,No,No,"",0,"",0,No
345428,"The Laurels of Salisbury",Salisbury,NC,28147,2025-01-24,18,38,2,58,"SNF/NF Dual Certification",No,"For Profit - Corporation",Yes,"Ciena Health Care",0,0,0,0,0,0,0,0,0,Yes,No,No,No,"",0,"",0,No
345429,"Peak Resources - Pinelake",Carthage,NC,28327,2024-08-21,10,68,8,86,"SNF/NF Dual Certification",No,"For Profit - Corporation",Yes,"Peak Resources Inc",0,0,0,0,0,0,0,0,0,Yes,No,No,No,"",0,"",0,Yes
345431,"Bryan Health and Rehab","Scotland Neck",NC,27874,2025-04-30,6,35,7,48,"SNF/NF Dual Certification",No,"Non-Profit - Nonprofit Corporation",No,"",0,0,0,0,0,0,0,0,0,Yes,No,No,No,"",0,"",0,No
345432,"River Bend Health and Rehabilitation",Asheville,NC,28806,2024-06-27,8,64,10,82,"SNF/NF - Medicare/Medicaid",No,"For Profit - LLC",Yes,"Brighton Healthcare",0,0,0,0,0,0,0,0,0,Yes,No,No,No,"",0,"",0,No
345433,"Clay County Health and Rehabilitation",Hayesville,NC,28904,2025-02-27,9,51,22,82,"SNF/NF Dual Certification",No,"For Profit - LLC",Yes,"Consulate Healthcare",0,20,0,0,0,0,0,0,0,Yes,No,No,No,"",0,"",0,Yes
345434,"Carver Living Center",Durham,NC,27704,2025-02-07,119,13,45,177,"SNF/NF Dual Certification",No,"For Profit - LLC",Yes,"CCH Healthcare",0,0,0,0,0,0,0,0,0,Yes,No,No,No,"",0,"",0,No
345436,"Wellington Rehabilitation and Healthcare",Knightdale,NC,27545,2024-09-04,18,45,11,74,"SNF/NF Dual Certification",No,"For Profit - Corporation",Yes,"Consulate Healthcare",0,0,0,0,0,0,0,0,0,Yes,No,No,No,"",0,"",0,No
345437,"Eckerd Living Center",Highlands,NC,28741,2025-02-19,7,37,7,51,"SNF/NF Dual Certification",No,"For Profit - Corporation",Yes,"Mission Health",0,0,0,0,0,0,0,0,0,Yes,Yes,No,No,"",0,"",0,No
345438,"The Laurels of Summit Ridge",Asheville,NC,28805,2025-05-15,18,35,5,58,"SNF/NF Dual Certification",No,"For Profit - Corporation",Yes,"Ciena Healthcare",0,0,0,0,0,0,0,0,0,Yes,No,No,No,"",0,"",0,No
345439,"Peak Resources - Brookshire, Inc",Hillsborough,NC,27278,2025-02-28,12,33,31,76,"SNF/NF Dual Certification",No,"For Profit - Corporation",Yes,"Peak Resources Inc",0,0,0,0,0,0,0,0,0,Yes,No,No,No,"",0,"",0,Yes
345441,"Gastonia Health & Rehab Center",Gastonia,NC,28054,2024-10-24,7,37,1,45,"SNF/NF - Medicare/Medicaid",No,"For Profit - LLC",Yes,"Saber Healthcare Group",0,0,0,0,0,0,0,0,0,Yes,Yes,No,No,"",0,"",0,No
345442,"Forrest Oakes Healthcare",Albemarle,NC,28001,2025-02-06,5,38,11,54,"SNF/NF Dual Certification",No,"For Profit - Corporation",No,"",0,0,0,0,0,0,0,0,0,Yes,No,No,No,"",0,"",0,No
345443,"Oak Forest Health and Rehabilitation","Winston Salem",NC,27105,2024-02-15,4,113,46,163,"SNF/NF - Medicare/Medicaid",No,"For Profit - Corporation",No,"",0,0,0,0,0,0,0,0,0,Yes,No,No,No,"",0,"",0,No
345445,Glenaire,Cary,NC,27511,2024-10-23,7,9,52,68,"SNF/NF Distinct Part",No,"Non-Profit - Nonprofit Corporation",Yes,Kintura,0,0,0,0,0,0,0,0,0,Yes,No,No,Yes,"",0,"",0,No
345446,"College Pines Health and Rehabilitation","Connelly Springs",NC,28612,2025-03-13,27,38,24,89,"SNF/NF Dual Certification",No,"For Profit - LLC",Yes,"Sanstone Health and Rehab",0,0,0,0,0,0,0,0,0,Yes,No,No,No,"",0,"",0,No
345447,"Emerald Ridge Health and Rehabilitation",Asheville,NC,28804,2025-03-06,14,66,10,90,"SNF/NF Dual Certification",No,"For Profit - Corporation",Yes,"Consulate Healthcare",0,24,0,0,0,0,0,0,0,Yes,No,No,No,"",0,"",0,Yes
345448,"Maple Grove Health and Rehabilitation Center",Greensboro,NC,27406,2025-06-05,0,93,5,98,"SNF/NF Dual Certification",No,"For Profit - LLC",Yes,"Principle Ltc",0,28,0,0,0,0,0,0,0,Yes,No,No,No,"",0,"",0,No
345449,"Universal Health Care/King",King,NC,27021,2025-04-16,7,49,34,90,"SNF/NF Dual Certification",No,"For Profit - LLC",Yes,"Medical Facilities of America",0,0,0,0,0,0,0,0,0,Yes,No,No,No,"",0,"",0,No
345450,"Westwood Health and Rehabilitation",Archdale,NC,27263,2024-11-21,10,33,12,55,"SNF/NF Dual Certification",No,"For Profit - Corporation",Yes,"Lavie Care Centers",0,0,0,0,0,0,0,0,0,Yes,No,No,No,"",0,"",0,No
345457,"Belaire Health Care Center",Gastonia,NC,28052,2024-05-09,17,35,27,79,"SNF/NF - Medicare/Medicaid",No,"For Profit - LLC",Yes,"Medical Facilities of America",0,0,0,0,0,0,0,0,0,Yes,No,No,No,"",0,"",0,No
345458,"Treyburn Rehabilitation Center",Durham,NC,27712,2025-03-20,13,72,25,110,"SNF/NF Dual Certification",No,"For Profit - LLC",No,"",0,0,0,0,0,0,0,0,0,Yes,No,No,No,"",0,"",0,No
345459,"Willowbrooke Court SC Ctr at Tryon Estates",Columbus,NC,28722,2024-11-20,2,0,5,7,"Skilled Nursing Facility (SNF) - Medicare Participation",No,"Non-Profit - Nonprofit Corporation",Yes,"Retirement Life Communities",0,0,0,0,0,0,0,0,0,Yes,No,No,Yes,"",0,"",0,No
345460,"Guilford Health Care Center",Greensboro,NC,27406,2025-04-17,8,76,23,107,"SNF/NF Dual Certification",No,"For Profit - Corporation",Yes,"Medical Facilities of America Inc",0,0,0,0,0,0,0,0,0,Yes,No,No,No,"",0,"",0,No
345462,"The Oaks-Brevard",Brevard,NC,28712,2024-12-18,6,50,21,77,"SNF/NF Dual Certification",No,"For Profit - Corporation",Yes,"Pruitt Health",0,24,0,0,0,0,0,0,0,Yes,No,No,No,"",0,"",0,Yes
345463,"Life Care Center of Hendersonville",Hendersonville,NC,28792,2024-07-19,5,25,29,59,"SNF/NF - Medicare/Medicaid",No,"For Profit - LLC",Yes,"Life Care Centers of America",0,0,0,0,0,0,0,0,0,Yes,Yes,No,No,"",0,"",0,No
345464,"Oak Grove Healthcare",Rutherfordton,NC,28139,2024-09-06,0,39,19,58,"SNF/NF - Medicare/Medicaid",No,"For Profit - Corporation",Yes,Avardis,0,0,0,0,0,0,0,0,0,Yes,No,No,No,"",0,"",0,No
345465,"Bayview Nursing & Rehabilitation Center","New Bern",NC,28560,2024-08-22,16,36,8,60,"SNF/NF - Medicare/Medicaid",No,"For Profit - Corporation",Yes,"Century Care Management",0,0,0,0,0,0,0,0,0,Yes,No,No,No,"",0,"",0,No
345466,"Willowbrook Rehabilitation and Care",Yadkinville,NC,27055,2024-07-24,3,58,8,69,"SNF/NF - Medicare/Medicaid",No,"For Profit - Partnership",Yes,Avardis,0,20,0,0,0,0,0,0,0,Yes,No,No,No,"",0,"",0,No
345467,"NOVANT HEALTH PRESBYTERIAN MEDICAL CENTER-SNU",CHARLOTTE,NC,28207,2024-08-15,11,0,0,11,"SNF/NF - Medicare/Medicaid",Yes,"Non-Profit - Nonprofit Corporation",Yes,"Novant Health",0,0,0,0,0,0,0,0,0,Yes,No,No,No,"",0,"",0,No
345468,"Liberty Commons Rehabilitation Center",Wilmington,NC,28403,2025-01-22,9,57,6,72,"SNF/NF Distinct Part",No,"For Profit - Corporation",Yes,"Liberty Health",0,0,0,0,0,0,0,0,0,Yes,No,No,No,"",0,"",0,No
345471,"Mecklenburg Heath and Rehabilitation",Charlotte,NC,28273,2024-06-06,8,59,24,91,"SNF/NF - Medicare/Medicaid",No,"For Profit - LLC",No,"",0,0,0,0,0,0,0,0,0,Yes,No,No,No,"",0,"",0,No
345472,"Southwood Nursing and Retirement",Clinton,NC,28328,2025-01-24,8,57,25,90,"SNF/NF Dual Certification",No,"For Profit - Corporation",Yes,"Liberty Health",0,0,0,0,0,0,0,0,0,Yes,No,No,No,"",0,"",0,No
345473,"Wilora Lake Healthcare",Charlotte,NC,28212,2025-02-20,8,41,17,66,"SNF/NF Dual Certification",No,"For Profit - Corporation",Yes,"Consulate Healthcare",0,0,0,0,0,0,0,0,0,Yes,No,No,No,"",0,"",0,No
345475,"Tsali Care Center",Cherokee,NC,28719,2024-08-22,6,48,11,65,"SNF/NF - Medicare/Medicaid",No,"Non-Profit - Nonprofit Corporation",No,"",0,16,0,0,0,2,0,0,0,Yes,No,No,No,"",0,"",0,No
345477,"Biltmore Haven Nursing and Rehabilitation",Arden,NC,28704,2025-05-01,8,49,13,70,"SNF/NF Dual Certification",No,"For Profit - LLC",Yes,"Consulate Healthcare",0,0,0,0,0,0,0,0,0,Yes,No,No,No,"",0,"",0,No
345478,"Harnett Woods Nursing and Rehabilitation Center",Dunn,NC,28334,2024-05-31,2,74,9,85,"SNF/NF - Medicare/Medicaid",No,"For Profit - LLC",Yes,"Redwood Group",0,0,0,0,0,0,0,0,0,Yes,No,No,No,"",0,"",0,No
345479,Salemtowne,"WINSTON SALEM",NC,27106,2024-09-12,30,7,52,89,"SNF/NF Distinct Part",No,"Non-Profit - Nonprofit Corporation",No,"",0,20,0,0,0,0,0,0,0,Yes,Yes,No,No,"",0,"",0,Yes
345481,"Woodlands Nursing & Rehabilitation Center",Fayetteville,NC,28301,2024-05-07,24,39,15,78,"SNF/NF - Medicare/Medicaid",No,"For Profit - Corporation",Yes,"Liberty Health and Rehab",0,0,0,0,0,0,0,0,0,Yes,No,No,No,"",0,"",0,No
345482,"Brookdale Carriage Club Providence",Charlotte,NC,28226,2025-04-07,8,0,2,10,"SNF (Medicare) Only",No,"For Profit - Corporation",No,"",0,0,0,0,0,0,0,0,0,Yes,No,No,Yes,"",0,"",0,No
345483,"Shaire Nursing Center",HUDSON,NC,28638,2024-07-03,19,29,7,55,"SNF/NF - Medicare/Medicaid",No,"For Profit - Corporation",No,"",0,0,0,0,0,0,0,0,0,Yes,Yes,No,No,"",0,"",0,No
345484,"TRANSYLVANIA REGIONAL HOSPITAL",BREVARD,NC,28712,2024-09-25,4,0,0,4,"SNF/NF - Medicare/Medicaid",Yes,"For Profit - Corporation",Yes,"HCA Healthcare",0,0,0,0,0,0,0,0,0,No,No,No,No,"",0,"",0,Yes
345487,"Cherry Point Bay Nursing and Rehabilitation Center",Havelock,NC,28532,2025-07-02,11,37,17,65,"SNF/NF Dual Certification",No,"For Profit - LLC",Yes,"Principle Ltc",0,0,0,0,0,0,0,0,0,Yes,No,No,No,"",0,"",0,No
345489,"Rockwell Park Rehabilitation and Healthcare Center",Charlotte,NC,28262,2025-05-23,4,76,3,83,"SNF/NF - Medicare/Medicaid",No,"For Profit - LLC",No,"",0,0,0,0,0,0,0,0,0,Yes,No,No,No,"",0,"",0,No
345490,"Ayden Court Nursing and Rehabilitation Center",Ayden,NC,28513,2025-02-06,7,50,17,74,"SNF/NF Dual Certification",No,"For Profit - LLC",No,"",0,0,0,0,0,0,0,0,0,Yes,No,No,No,"",0,"",0,No
345491,"Croatan Ridge Nursing and Rehabilitation Center",Newport,NC,28570,2025-02-07,11,29,19,59,"SNF/NF Dual Certification",No,"For Profit - LLC",Yes,"Princilple Long Term Care",0,0,0,0,0,0,0,0,0,Yes,No,No,No,"",0,"",0,Yes
345493,"Hendersonville Health and Rehabilitation","Flat Rock",NC,28731,2024-09-11,12,63,31,106,"SNF/NF - Medicare/Medicaid",No,"For Profit - LLC",Yes,"Sanstone Health & Rehab",0,0,0,0,0,0,0,0,0,Yes,No,No,No,"",0,"",0,No
345494,"Peak Resources - Gastonia",Gastonia,NC,28054,2025-04-03,12,66,19,97,"SNF/NF Dual Certification",No,"For Profit - Corporation",Yes,"Peak Resoources Inc",0,0,0,0,0,0,0,0,0,Yes,No,No,No,"",0,"",0,No
345495,"The Stewart Health Center",Charlotte,NC,28210,2025-05-16,2,0,64,66,"SNF (Medicare) Only",No,"Non-Profit - Nonprofit Corporation",Yes,"Life Care Services",0,20,0,0,0,0,0,0,0,Yes,Yes,No,Yes,"",0,"",0,No
345496,"Liberty Commons Nursing & Rehabilitation Center of Alamance County",Burlington,NC,27215,2024-09-27,7,40,47,94,"SNF/NF Dual Certification",No,"For Profit - Corporation",No,"",0,20,2,0,0,10,0,0,0,Yes,No,No,No,"",0,"",0,No
345499,"Litchford Falls Health and Rehabilitation Center",Raleigh,NC,27615,2025-05-08,29,38,21,88,"SNF/NF Dual Certification",No,"For Profit - LLC",Yes,"Medical Facilities of America",0,0,0,0,0,0,0,0,0,Yes,No,No,No,"",0,"",0,No
345500,"Windsor Point Continuing Care",Fuquay-Varina,NC,27526,2024-11-27,0,0,20,20,"SNF (Medicare) Only",No,"For Profit - Corporation",No,"",0,0,0,0,0,0,0,0,0,Yes,No,No,Yes,"",0,"",0,No
345501,"Croasdaile Village",Durham,NC,27705,2024-07-11,7,14,60,81,"SNF/NF - Medicare/Medicaid",No,"Non-Profit - Nonprofit Corporation",Yes,"United Methodist Retirement Home Inc",0,0,0,0,0,0,0,0,0,No,No,No,Yes,"",0,"",0,No
345502,"Lake Park Nursing and Rehabilitation Center","Indian Trail",NC,28079,2024-10-24,10,66,19,95,"SNF/NF Dual Certification",No,"For Profit - Corporation",Yes,"Principle LTC",0,20,0,0,0,0,0,0,0,Yes,No,No,No,"",0,"",0,Yes
345503,"Liberty Commons Nsg and Rehab Ctr of Rowan County",Salisbury,NC,28147,2024-09-11,12,59,12,83,"SNF/NF Dual Certification",No,"For Profit - Corporation",Yes,"Liberty Healthcare and Rehab",0,0,0,0,0,0,0,0,0,Yes,No,No,No,"",0,"",0,Yes
345505,"Carolina Rehab Center of Cumberland",Fayetteville,NC,28306,2025-07-02,49,78,4,131,"SNF/NF Dual Certification",No,"For Profit - Corporation",Yes,"Medical Facilities of America",0,0,0,0,0,0,0,0,0,Yes,No,No,No,"",0,"",0,No
345506,"Whitestone a Masonic and Eastern Star Community",Greensboro,NC,27407,2025-04-17,24,19,6,49,"SNF/NF Dual Certification",No,"Non-Profit - Nonprofit Corporation",No,"",0,12,0,0,0,0,0,0,0,Yes,No,No,Yes,"",0,"",0,No
345507,"Autumn Care of Myrtle Grove",Wilmington,NC,28412,2024-07-23,13,43,14,70,"SNF/NF - Medicare/Medicaid",No,"For Profit - Corporation",Yes,"Saber Healthcare Group",0,0,0,0,0,0,0,0,0,Yes,No,No,No,"",0,"",0,No
345508,"UNC Rex Rehab & Nursing Care Center of Apex",Apex,NC,27502,2025-05-22,23,33,40,96,"SNF/NF Distinct Part",Yes,"Non-Profit - Nonprofit Corporation",Yes,"UNC Rex Hospital Inc",0,0,0,0,0,0,0,0,0,Yes,No,No,No,"",0,"",0,No
345509,"Dahlia Gardens Center for Nursing and Rehabilitation",Aberdeen,NC,28315,2024-08-08,3,66,14,83,"SNF/NF - Medicare/Medicaid",No,"For Profit - LLC",Yes,"Alliance Health Group",0,0,0,0,0,0,0,0,0,Yes,Yes,No,No,"",0,"",0,No
345510,"Tarboro Health and Rehabilitation",Tarboro,NC,27886,2025-01-09,8,70,12,90,"SNF/NF Dual Certification",No,"For Profit - LLC",No,"",0,24,0,0,0,0,0,0,0,Yes,No,No,No,"",0,"",0,No
345511,"Autumn Care of Statesville",Statesville,NC,28625,2025-04-16,21,64,9,94,"SNF/NF Dual Certification",No,"For Profit - LLC",No,"",0,0,0,0,0,0,0,0,0,Yes,No,No,No,"",0,"",0,No
345512,"Cypress Glen Retirement Community",Greenville,NC,27858,2024-09-19,2,0,1,3,"Skilled Nursing Facility (SNF) - Medicare Participation",No,"Non-Profit - Nonprofit Corporation",Yes,"The United Methodist Retirement Homes",0,0,0,0,0,0,0,0,0,Yes,No,No,Yes,"",0,"",0,No
345513,"Tower Nursing and Rehabilitation Center",Raleigh,NC,27604,2025-03-20,21,50,11,82,"SNF/NF Dual Certification",No,"For Profit - LLC",Yes,"Principle Ltc",0,0,0,0,0,0,0,0,0,Yes,No,No,No,"",0,"",0,No
345514,"Autumn Care of Nash",Nashville,NC,27856,2024-06-13,22,33,3,58,"SNF/NF - Medicare/Medicaid",No,"For Profit - Corporation",Yes,"Saber Healthcare Group",0,0,0,0,0,0,0,0,0,Yes,No,No,No,"",0,"",0,Yes
345515,"PruittHealth-Town Center",Harrisburg,NC,28075,2024-06-25,12,32,22,66,"SNF/NF - Medicare/Medicaid",No,"For Profit - Corporation",Yes,"Pruitt Health",0,0,0,0,0,0,0,0,0,Yes,No,No,No,"",0,"",0,No
345516,"Conover Nursing And Rehabilitation Center",Conover,NC,28613,2025-02-21,8,48,18,74,"SNF/NF Dual Certification",No,"For Profit - Corporation",No,"",0,0,0,0,0,0,0,0,0,Yes,No,No,No,"",0,"",0,Yes
345518,"Inn at Quail Haven Village",Pinehurst,NC,28374,2024-06-05,20,17,0,37,"SNF/NF - Medicare/Medicaid",No,"For Profit - LLC",Yes,"Liberty Healthcare Corporation",0,0,0,0,0,0,0,0,0,Yes,No,No,Yes,"",0,"",0,Yes
345519,"Liberty Commons Nursing & Rehabilitation Center of Johnston County",Benson,NC,27504,2024-07-12,21,73,4,98,"SNF/NF - Medicare/Medicaid",No,"For Profit - Corporation",Yes,"Liberty Health Care",0,0,0,0,0,0,0,0,0,Yes,No,No,No,"",0,"",0,No
345520,"Magnolia Gardens Center for Nursing and Rehabilitation",Thomasville,NC,27360,2024-07-11,1,71,28,100,"SNF/NF - Medicare/Medicaid",No,"For Profit - LLC",Yes,"Alliance Health Group",0,0,0,0,0,0,0,0,0,Yes,No,No,No,"",0,"",0,No
345522,"Fletcher Rehabilitation and Healthcare Center",Fletcher,NC,28732,2025-06-02,9,46,19,74,"SNF/NF Dual Certification",No,"For Profit - LLC",No,"",0,0,0,0,0,0,0,0,0,Yes,No,No,No,"",0,"",0,No
345523,"Ramseur Rehabilitation and Healthcare Center",Ramseur,NC,27316,2024-05-17,2,68,12,82,"SNF/NF - Medicare/Medicaid",No,"For Profit - Corporation",Yes,"Yad Healthcare",0,24,0,0,0,0,0,0,0,Yes,No,No,No,"",0,"",0,No
345525,"The Gardens of Taylor Glen Retirement Community",Concord,NC,28027,2024-11-07,3,0,0,3,"SNF (Medicare) Only",No,"Non-Profit - Nonprofit Corporation",Yes,Thrivemore,0,0,0,0,0,0,0,0,0,Yes,No,No,Yes,"",0,"",0,No
345526,"Carolina Rehab Center of Burke","Connelly Spring",NC,28612,2024-08-01,44,34,0,78,"SNF/NF - Medicare/Medicaid",No,"For Profit - LLC",Yes,"Medical Facilities of America",0,0,0,0,0,0,0,0,0,Yes,No,No,No,"",0,"",0,No
345528,"River Landing at Sandy Ridge",Colfax,NC,27235,2024-11-21,6,8,44,58,"SNF/NF Distinct Part",No,"Non-Profit - Nonprofit Corporation",Yes,"Presbyterian Homes Inc",0,0,0,0,0,0,0,0,16,Yes,No,No,Yes,"",0,"",0,Yes
345529,"Universal Health Care/North Raleigh",Raleigh,NC,27616,2025-02-24,21,89,8,118,"SNF/NF - Medicare/Medicaid",No,"For Profit - LLC",Yes,"Medical Facilities of America",0,0,0,0,0,0,0,0,0,Yes,No,No,No,"",0,"",0,No
345530,"Penn Nursing Center",Reidsville,NC,27320,2025-01-30,3,50,15,68,"SNF/NF Dual Certification",No,"Non-Profit - Nonprofit Corporation",Yes,"Cone Health",0,0,0,0,0,0,0,0,0,Yes,Yes,No,No,"",0,"",0,Yes
345531,"NC State Veterans Home - Salisbury",Salisbury,NC,28145,2024-08-08,99,0,0,99,"SNF/NF Dual Certification",No,"Government - State",No,"",0,0,0,0,0,0,0,0,0,Yes,No,No,No,"",0,"",0,No
345532,"Liberty Commons Nursing and Rehabilitation Center of Lee County LLC",Sanford,NC,27332,2025-05-05,3,59,15,77,"SNF/NF Dual Certification",No,"For Profit - LLC",Yes,"Liberty Health Management",0,0,0,0,0,0,0,0,0,Yes,No,No,No,"",0,"",0,No
345533,"The Cedars of Chapel Hill","Chapel Hill",NC,27517,2025-04-30,2,0,7,9,"SNF (Medicare) Only",No,"Non-Profit - Other Nonprofit",No,"",0,0,0,0,0,0,0,0,0,Yes,Yes,No,Yes,"",0,"",0,No
345534,"Sanford Health & Rehabilitation Co",Sanford,NC,27330,2025-04-04,8,75,20,103,"SNF/NF Dual Certification",No,"For Profit - LLC",Yes,"Sanstone Health and Rehabilitation",0,0,0,0,0,0,0,0,0,Yes,No,No,No,"",0,"",0,No
345535,"Adams Farm Living & Rehabilitation",Jamestown,NC,27282,2024-08-21,23,43,38,104,"SNF/NF Dual Certification",No,"For Profit - Corporation",Yes,"Century Care Management",0,0,0,0,0,0,0,0,0,Yes,No,No,No,"",0,"",0,No
345537,"Peak Resources-Wilmington, Inc",Wilmington,NC,28401,2025-03-07,2,70,18,90,"SNF/NF Distinct Part",No,"For Profit - Corporation",Yes,"Peak Resources Inc",0,0,0,0,0,0,0,0,0,Yes,No,No,No,"",0,"",0,No
345538,PruittHealth-Raleigh,Raleigh,NC,27603,2024-11-15,10,79,0,89,"SNF/NF Dual Certification",No,"For Profit - Corporation",Yes,PruittHealth,0,20,0,0,0,0,0,0,0,Yes,No,No,No,"",0,"",0,No
345539,"The Arbor",Pittsboro,NC,27312,2025-03-12,2,0,0,2,"SNF (Medicare) Only",No,"Non-Profit - Nonprofit Corporation",No,"",0,0,0,0,0,0,0,0,0,Yes,No,No,Yes,"",0,"",0,No
345541,"Lakeside Health & Rehab Center",Huntersville,NC,28078,2024-09-27,10,47,46,103,"SNF/NF Dual Certification",No,"For Profit - Corporation",Yes,"Saber Health Care Group",0,0,0,0,0,0,0,0,0,No,No,No,No,"",0,"",0,No
345542,"The Forest At Duke Inc",Durham,NC,27705,2024-11-19,3,0,0,3,"SNF (Medicare) Only",No,"Non-Profit - Nonprofit Corporation",No,"",0,0,0,0,0,0,0,0,0,Yes,No,No,Yes,"",0,"",0,No
345543,"Bermuda Commons Nursing and Rehabilitation Center",Advance,NC,27006,2025-03-06,8,72,23,103,"SNF/NF Dual Certification",No,"For Profit - LLC",Yes,"Liberty Health",0,0,0,0,0,0,0,0,0,Yes,No,No,No,"",0,"",0,No
345544,"Asbury Health and Rehabilitation Center",CHARLOTTE,NC,28215,2024-10-16,41,11,59,111,"SNF/NF - Medicare/Medicaid",No,"Non-Profit - Other Nonprofit",Yes,"Givens Estates, Inc.",0,0,0,0,0,0,0,0,0,Yes,No,No,Yes,"",0,"",0,No
345546,"The Rosewood Health Center",RALEIGH,NC,27615,2024-03-08,48,0,0,48,"Skilled Nursing Facility (SNF) - Medicare Participation",No,"Non-Profit - Nonprofit Corporation",No,"",0,0,0,0,0,0,0,0,0,Yes,Yes,No,No,"",0,"",0,No
345547,"Camden Health and Rehabilitation",Greensboro,NC,27407,2024-03-27,17,73,36,126,"SNF/NF - Medicare/Medicaid",No,"For Profit - LLC",Yes,"Sanstone Health and Rehab",0,0,0,0,0,0,0,0,0,Yes,No,No,No,"",0,"",0,No
345548,"Ashton Health and Rehabilitation",McLeansville,NC,27301,2024-05-01,16,61,48,125,"SNF/NF - Medicare/Medicaid",No,"For Profit - LLC",Yes,"Sanstone Health and Rehab",0,0,0,0,0,0,0,0,0,Yes,No,No,No,"",0,"",0,No
345549,"Brunswick Rehabilitation and Healthcare Center",Bolivia,NC,28422,2025-03-05,12,54,13,79,"SNF/NF Dual Certification",No,"For Profit - LLC",Yes,"Yad Healthcare",0,20,0,0,0,0,0,0,0,Yes,No,No,No,"",0,"",0,No
345550,"White Oak of Waxhaw",Waxhaw,NC,28173,2024-08-02,8,43,40,91,"SNF/NF Dual Certification",No,"For Profit - Corporation",Yes,"White Oak Management",0,0,0,0,0,0,0,0,0,Yes,No,No,No,"",0,"",0,No
345551,"PruittHealth-Carolina Point",Durham,NC,27705,2024-10-17,2,50,30,82,"SNF/NF Dual Certification",No,"For Profit - Corporation",No,"",0,0,0,0,0,0,0,0,0,Yes,No,No,No,"",0,"",0,No
345552,"The Shannon Gray Rehabilitation & Recovery Center",Jamestown,NC,27282,2025-04-03,5,54,36,95,"SNF/NF Dual Certification",No,"For Profit - Corporation",No,"",0,0,0,0,0,0,0,0,0,Yes,No,No,No,"",0,"",0,No
