Provider Number,Medicare Census,Medicaid Census,Other Census,Total Residents,Hospital Based,Ownership Type,Number of AIDS Beds,Number of Alzheimer's Disease Beds,Number of Dialysis Beds,Number of Disabled Children/Young Adult Beds,Number of Head Trauma Beds,Number of Hospice Beds,Number of Huntington's Disease Beds,Number of Ventilator Beds,Number of Other Specialized Rehab Beds,Overall Rating,Latitude,Longitude,low_rated
365742,6,21,7,34,No,Non-Profit - Nonprofit Corporation,0,0,0,0,0,0,0,0,0,5.0,39.1308,-82.972,0
365743,9,51,18,78,No,For Profit - Corporation,0,17,0,0,0,0,0,0,0,3.0,39.8249,-84.002,0
365744,1,27,8,36,No,For Profit - Corporation,0,0,0,0,0,0,0,6,0,4.0,40.7075,-84.349,0
365745,5,60,11,76,No,For Profit - LLC,0,32,0,0,0,0,0,0,0,2.0,41.5799,-83.899,1
365746,6,53,21,80,No,For Profit - LLC,0,0,0,0,0,0,0,0,0,5.0,41.3213,-81.587,0
365747,0,69,7,76,No,For Profit - Corporation,0,0,0,0,0,0,0,0,0,2.0,41.4888,-83.729,1
365748,0,34,0,34,No,For Profit - Corporation,0,0,0,0,0,0,0,0,0,2.0,41.2172,-80.782,1
365750,3,29,30,62,No,For Profit - Corporation,0,0,0,0,0,0,0,0,0,2.0,39.8002,-82.293,1
365752,0,50,33,83,No,For Profit - LLC,0,109,0,0,0,0,0,0,0,2.0,41.6102,-83.626,1
365753,1,14,55,70,No,For Profit - Corporation,0,0,0,0,0,0,0,0,0,3.0,41.3766,-81.794,0
365756,2,65,17,84,No,For Profit - Corporation,0,0,0,0,0,0,0,0,0,3.0,41.5166,-83.812,0
365757,5,141,17,163,No,For Profit - Corporation,0,22,0,0,0,0,0,0,0,3.0,41.4118,-81.693,0
365758,2,69,14,85,No,For Profit - LLC,0,0,0,0,0,0,0,0,0,3.0,41.4109,-81.693,0
365759,7,22,37,66,No,Non-Profit - Nonprofit Corporation,0,15,0,0,0,0,0,0,0,5.0,41.3942,-81.916,0
365760,5,29,16,50,No,For Profit - Corporation,0,0,0,0,0,0,0,0,0,2.0,41.0245,-80.686,1
365762,18,50,20,88,No,For Profit - Corporation,0,18,0,0,0,0,0,0,0,4.0,41.4505,-82.044,0
365763,8,44,33,85,No,For Profit - LLC,0,24,0,0,0,0,0,0,0,3.0,40.786,-82.453,0
365764,3,49,8,60,No,For Profit - Corporation,0,0,0,0,0,0,0,0,0,1.0,39.6388,-84.187,1
365766,9,35,10,54,No,For Profit - Corporation,0,0,0,0,0,0,0,0,0,4.0,40.8881,-80.673,0
365768,11,55,22,88,No,Government - County,0,12,0,0,0,0,0,0,0,4.0,40.3596,-83.757,0
365769,10,28,26,64,No,For Profit - Corporation,0,0,0,0,0,0,0,0,0,5.0,41.0421,-82.682,0
365770,6,49,17,72,No,For Profit - Corporation,0,0,0,0,0,0,0,0,0,2.0,40.0466,-81.58,1
365771,2,87,22,111,No,For Profit - LLC,0,0,0,0,0,0,0,0,0,3.0,41.1312,-81.659,0
365772,8,89,55,152,No,For Profit - Corporation,0,0,0,0,0,0,0,0,0,5.0,39.0924,-84.263,0
365773,21,36,19,76,No,For Profit - LLC,0,0,0,0,0,0,0,0,0,1.0,39.6984,-84.158,1
365774,1,44,7,52,No,For Profit - Corporation,0,0,0,0,0,0,0,0,0,4.0,41.1459,-81.873,0
365776,4,60,31,95,No,For Profit - Individual,0,34,0,0,0,0,0,0,0,5.0,40.2304,-82.867,0
365777,8,44,30,82,No,Non-Profit - Nonprofit Corporation,0,21,0,0,0,11,0,0,21,3.0,39.6925,-84.055,0
365779,1,145,12,158,No,For Profit - Corporation,0,24,0,0,0,0,0,0,0,2.0,41.1217,-81.607,1
365783,10,66,19,95,No,For Profit - Corporation,0,0,0,0,0,0,0,0,0,2.0,40.976,-80.662,1
365784,3,23,38,64,No,For Profit - LLC,0,0,0,0,0,0,0,0,0,2.0,41.2418,-80.82,1
365785,7,42,41,90,No,For Profit - Corporation,0,0,0,0,0,0,0,0,0,4.0,41.2434,-81.824,0
365786,6,42,25,73,No,For Profit - Corporation,0,0,0,0,0,0,0,0,0,4.0,38.8567,-83.881,0
365789,4,9,46,59,No,Non-Profit - Nonprofit Corporation,0,0,0,0,0,0,0,0,0,4.0,39.7351,-84.161,0
365791,5,38,38,81,No,Non-Profit - Nonprofit Corporation,0,0,0,0,0,0,0,0,0,4.0,38.5107,-82.662,0
365793,6,0,51,57,No,Non-Profit - Other Nonprofit,0,0,0,0,0,0,0,0,0,2.0,41.2457,-81.471,1
365794,2,18,30,50,No,For Profit - Corporation,0,0,0,0,0,0,0,0,0,3.0,40.0032,-82.675,0
365795,15,16,64,95,No,For Profit - Individual,0,25,0,0,0,0,0,10,0,1.0,41.0609,-80.663,1
365796,1,75,8,84,No,For Profit - Individual,0,25,0,0,0,0,0,0,0,4.0,41.4349,-81.801,0
365798,10,5,27,42,No,For Profit - LLC,0,0,0,0,0,0,0,0,0,3.0,39.2121,-84.364,0
365799,3,73,8,84,No,For Profit - Corporation,0,28,0,0,0,0,0,0,0,2.0,39.9223,-83.069,1
365800,3,73,23,99,No,For Profit - Corporation,0,0,0,0,0,0,0,0,0,3.0,41.5339,-81.217,0
365802,8,8,47,63,No,Non-Profit - Nonprofit Corporation,0,22,0,0,0,0,0,0,0,5.0,39.1408,-84.44,0
365807,0,0,1,1,Yes,Non-Profit - Nonprofit Corporation,0,0,0,0,0,0,0,0,0,5.0,40.5434,-84.37,0
365809,3,30,8,41,No,For Profit - Corporation,0,0,0,0,0,0,0,0,0,4.0,40.5493,-84.402,0
365811,3,45,34,82,No,For Profit - Corporation,0,0,0,0,0,0,0,0,0,2.0,41.3808,-81.858,1
365812,3,19,24,46,No,For Profit - Corporation,0,0,0,0,0,0,0,0,0,1.0,39.2151,-84.488,1
365813,6,53,2,61,No,For Profit - Corporation,0,14,0,0,0,0,0,0,0,3.0,39.4322,-84.435,0
365814,3,41,17,61,No,For Profit - Individual,0,0,0,0,0,0,0,0,0,5.0,41.3374,-80.724,0
365815,6,38,16,60,No,For Profit - LLC,0,0,0,0,0,0,0,0,0,2.0,40.3972,-82.453,1
365817,1,29,4,34,No,Non-Profit - Nonprofit Corporation,0,0,0,0,0,0,0,0,0,3.0,41.1382,-81.848,0
365818,12,42,51,105,No,Non-Profit - Nonprofit Corporation,0,0,0,0,0,0,0,0,0,5.0,39.0975,-84.642,0
365819,1,65,13,79,No,For Profit - Corporation,0,21,0,0,0,0,0,0,0,4.0,39.8198,-84.236,0
365821,2,61,32,95,No,For Profit - Corporation,0,32,0,0,0,0,0,0,0,2.0,39.6786,-84.212,1
365822,5,41,25,71,No,For Profit - Corporation,0,0,0,0,0,0,0,0,0,2.0,41.095,-80.763,1
365823,21,113,10,144,No,For Profit - Corporation,0,0,0,0,0,0,0,0,0,3.0,41.1513,-80.769,0
365825,3,40,3,46,No,For Profit - Corporation,0,0,0,0,0,0,0,0,0,2.0,41.363,-81.505,1
365828,4,94,3,101,No,For Profit - Partnership,0,0,0,0,0,0,0,0,0,1.0,41.4499,-81.547,1
365829,6,52,35,93,No,For Profit - LLC,0,21,0,0,0,0,0,0,0,2.0,39.9671,-83.791,1
365830,11,81,9,101,No,For Profit - LLC,0,24,0,0,0,0,0,0,0,1.0,41.4616,-84.567,1
365831,0,31,14,45,No,For Profit - LLC,0,0,0,0,0,0,0,4,0,3.0,41.0946,-80.588,0
365832,0,56,92,148,No,Non-Profit - Nonprofit Corporation,0,0,0,0,0,0,0,0,0,1.0,41.4977,-81.605,1
365834,1,46,9,56,No,For Profit - LLC,0,21,0,0,0,0,0,0,0,3.0,41.1649,-81.385,0
365835,1,15,12,28,No,For Profit - Corporation,0,10,0,0,0,0,0,0,0,4.0,40.4798,-82.685,0
365836,17,43,16,76,No,Non-Profit - Nonprofit Corporation,0,0,0,0,0,0,0,0,0,4.0,41.1358,-81.623,0
365837,12,59,2,73,No,For Profit - LLC,0,0,0,0,0,0,0,10,0,1.0,40.786,-82.453,1
365838,13,42,20,75,No,For Profit - Individual,0,0,0,0,0,0,0,0,0,2.0,40.5382,-81.484,1
365839,3,93,3,99,No,For Profit - LLC,0,99,0,0,0,0,0,0,0,2.0,40.056,-83.04,1
365841,18,25,13,56,No,For Profit - LLC,0,0,0,0,0,0,0,0,0,4.0,41.3616,-83.094,0
365843,4,56,41,101,No,For Profit - Individual,0,0,8,0,0,0,0,0,0,1.0,40.6437,-83.607,1
365844,2,7,51,60,No,For Profit - Corporation,0,0,0,0,0,0,0,0,0,4.0,41.3104,-81.361,0
365845,10,37,32,79,No,For Profit - LLC,0,0,0,0,0,0,0,0,0,1.0,41.4642,-81.947,1
365847,3,88,24,115,No,For Profit - Corporation,0,30,0,0,0,0,0,0,0,2.0,41.1398,-81.594,1
365849,3,52,12,67,No,For Profit - LLC,0,0,0,0,0,0,0,0,0,2.0,41.6837,-83.61,1
365853,4,76,16,96,No,For Profit - Corporation,0,0,0,0,0,0,0,0,0,2.0,41.0039,-80.634,1
365854,5,34,34,73,No,For Profit - Corporation,0,18,0,0,0,0,0,0,0,4.0,39.7586,-84.645,0
365855,5,43,8,56,No,For Profit - LLC,0,0,0,0,0,0,0,0,0,3.0,41.1781,-80.966,0
365858,2,25,12,39,No,For Profit - Corporation,0,0,0,0,0,0,0,0,0,3.0,41.168,-81.45,0
365859,3,38,12,53,No,For Profit - Corporation,0,0,0,0,0,0,0,0,0,2.0,41.0981,-81.539,1
365860,3,14,20,37,No,Non-Profit - Nonprofit Corporation,0,19,0,0,0,0,0,0,0,5.0,41.1465,-83.429,0
365862,3,54,15,72,No,For Profit - Corporation,0,0,0,0,0,0,0,0,0,5.0,40.8177,-81.407,0
365864,10,51,34,95,No,Government - County,0,30,0,0,0,0,0,0,0,2.0,40.236,-83.391,1
365865,12,56,39,107,No,For Profit - Corporation,0,28,0,0,0,0,0,0,0,3.0,41.4957,-82.026,0
365867,1,16,6,23,No,For Profit - Corporation,0,0,0,0,0,0,0,0,0,5.0,38.7413,-82.97,0
365870,5,3,16,24,No,Non-Profit - Nonprofit Corporation,0,0,0,0,0,0,0,0,0,5.0,41.498,-81.605,0
365874,0,20,7,27,No,For Profit - Corporation,0,0,0,0,0,0,0,0,0,3.0,41.2324,-81.49,0
365875,1,20,47,68,No,For Profit - Individual,0,0,0,0,0,0,0,0,0,4.0,41.4848,-81.782,0
365876,2,47,11,60,No,For Profit - Corporation,0,20,0,0,0,0,0,0,0,4.0,39.8146,-84.235,0
365877,0,137,28,165,No,For Profit - Corporation,0,0,0,0,0,0,0,0,0,3.0,39.8075,-84.21,0
365878,3,20,24,47,No,For Profit - LLC,0,12,0,0,0,0,0,0,0,4.0,39.3553,-84.123,0
365879,0,87,9,96,No,For Profit - Corporation,0,0,0,0,0,0,0,0,0,2.0,41.5017,-81.644,1
365880,4,39,14,57,No,For Profit - Corporation,0,0,0,0,0,0,0,0,0,2.0,40.2734,-81.879,1
365882,13,43,31,87,No,Non-Profit - Other Nonprofit,0,22,0,0,0,0,0,0,0,2.0,39.976,-84.2,1
365883,22,126,40,188,No,Non-Profit - Nonprofit Corporation,0,0,8,0,0,0,0,33,0,5.0,41.4944,-81.704,0
365885,1,40,6,47,No,For Profit - Individual,0,0,0,0,0,0,0,0,0,4.0,41.4109,-82.695,0
365887,4,13,16,33,No,For Profit - LLC,0,0,0,0,0,0,0,0,0,4.0,40.8922,-83.661,0
365889,6,54,44,104,No,For Profit - Corporation,0,36,0,0,0,0,0,0,0,5.0,39.2846,-84.302,0
365890,4,44,17,65,No,For Profit - Corporation,0,0,0,0,0,0,0,0,0,5.0,40.2504,-81.854,0
365891,7,36,6,49,No,For Profit - Corporation,0,0,0,0,0,0,0,0,0,5.0,40.2743,-81.745,0
365892,3,84,12,99,No,For Profit - LLC,0,106,0,0,0,0,0,0,0,3.0,39.2578,-84.564,0
365893,0,41,6,47,No,For Profit - Corporation,0,50,0,0,0,0,0,0,0,5.0,41.3897,-81.856,0
365894,9,20,38,67,No,Non-Profit - Church Related,0,22,0,0,0,0,0,0,0,5.0,39.3373,-84.324,0
365896,13,55,11,79,No,For Profit - Corporation,0,0,0,0,0,0,0,0,0,2.0,41.0431,-83.643,1
365897,3,82,11,96,No,For Profit - Corporation,0,26,0,0,2,1,1,0,20,1.0,39.7448,-84.392,1
365898,6,62,7,75,No,For Profit - Corporation,0,30,0,0,0,0,0,0,0,2.0,41.7194,-83.666,1
365899,12,25,25,62,No,For Profit - Corporation,0,16,0,0,0,0,0,0,0,4.0,39.6661,-84.125,0
365900,6,52,18,76,No,For Profit - Corporation,0,16,0,0,0,0,0,0,0,4.0,40.2167,-84.487,0
365902,2,38,7,47,No,For Profit - Corporation,0,0,0,0,0,0,0,0,0,4.0,41.2929,-80.588,0
365904,18,22,11,51,No,Non-Profit - Church Related,0,0,0,0,0,0,0,0,0,2.0,40.8581,-81.287,1
365906,5,33,9,47,No,For Profit - Corporation,0,0,0,0,0,0,0,0,0,4.0,38.9639,-83.563,0
365907,2,46,19,67,No,For Profit - Corporation,0,0,0,0,0,0,0,0,0,1.0,41.6945,-83.686,1
365911,1,24,19,44,No,For Profit - Corporation,0,0,0,0,0,0,0,0,0,2.0,40.7368,-82.512,1
365917,4,63,37,104,No,For Profit - LLC,0,0,0,0,0,0,0,0,0,2.0,39.9662,-83.777,1
365920,0,37,21,58,No,For Profit - Corporation,0,0,0,0,0,0,0,22,0,2.0,39.4474,-84.19,1
365922,32,2,0,34,No,For Profit - Corporation,0,0,0,0,0,0,0,0,43,2.0,40.1544,-80.848,1
365924,10,11,84,105,No,For Profit - Corporation,0,0,0,0,0,0,0,0,0,3.0,41.4005,-82.239,0
365925,0,92,2,94,No,For Profit - Individual,0,0,0,0,0,0,0,0,0,4.0,39.0831,-84.585,0
365926,5,69,52,126,No,For Profit - LLC,0,27,0,0,0,0,0,0,0,2.0,41.4815,-81.872,1
365927,16,54,18,88,No,Non-Profit - Nonprofit Corporation,0,0,0,0,0,0,0,0,0,4.0,41.2694,-81.679,0
365928,16,61,11,88,No,For Profit - Corporation,0,0,0,0,0,0,0,0,0,3.0,39.547,-83.417,0
365929,2,63,24,89,No,For Profit - Corporation,0,23,0,0,0,0,0,0,0,2.0,40.065,-83.069,1
365932,3,50,14,67,No,For Profit - Corporation,0,0,0,0,0,0,0,0,0,2.0,38.9147,-83.033,1
365933,1,41,16,58,No,For Profit - Corporation,0,0,0,0,0,0,0,0,0,2.0,40.1301,-82.933,1
365934,2,38,4,44,No,For Profit - Corporation,0,0,0,0,0,0,0,0,0,3.0,39.2083,-83.627,0
365936,4,36,11,51,No,For Profit - Corporation,0,0,0,0,0,0,0,11,0,2.0,40.7713,-84.145,1
365937,15,44,29,88,No,For Profit - Corporation,0,0,0,0,0,0,0,0,0,4.0,41.4648,-81.073,0
365939,1,31,9,41,No,For Profit - Corporation,0,0,0,0,0,0,0,0,0,4.0,39.1274,-82.535,0
365940,2,68,19,89,No,For Profit - LLC,0,33,0,0,0,0,0,0,0,3.0,41.4344,-82.183,0
365945,6,40,15,61,No,For Profit - Partnership,0,0,0,0,0,0,0,0,0,5.0,40.7799,-82.556,0
365946,6,59,15,80,No,For Profit - LLC,0,0,0,0,0,0,0,0,0,4.0,39.1492,-84.37,0
365947,13,41,34,88,No,For Profit - Corporation,0,0,0,0,0,0,0,0,0,5.0,41.4901,-81.275,0
365950,14,71,11,96,No,For Profit - Corporation,0,24,0,0,0,0,0,0,0,2.0,40.0517,-83.064,1
365953,4,14,30,48,No,For Profit - Corporation,0,0,0,0,0,0,0,0,0,4.0,40.5133,-84.425,0
365956,1,0,2,3,No,Non-Profit - Nonprofit Corporation,0,0,0,0,0,0,0,0,0,5.0,41.3018,-82.211,0
365961,1,34,10,45,No,For Profit - Corporation,0,0,0,0,0,10,0,0,0,5.0,39.0682,-82.988,0
365963,4,46,35,85,No,Non-Profit - Nonprofit Corporation,0,40,0,0,0,0,0,0,0,3.0,41.1478,-83.398,0
365968,4,47,28,79,No,For Profit - Corporation,0,32,0,0,0,0,0,0,0,5.0,41.4084,-82.587,0
365969,8,46,28,82,No,For Profit - Corporation,0,0,0,0,0,0,0,0,0,2.0,41.4516,-82.216,1
365970,2,30,3,35,No,For Profit - Corporation,0,0,0,0,0,0,0,0,0,4.0,40.2022,-84.796,0
365972,1,48,17,66,No,For Profit - Corporation,0,0,0,0,0,0,0,0,0,2.0,41.0644,-80.702,1
365973,25,33,32,90,No,Non-Profit - Nonprofit Corporation,0,17,0,0,0,0,0,0,0,5.0,41.0431,-83.643,0
365974,1,17,38,56,No,Non-Profit - Nonprofit Corporation,0,12,0,0,0,7,0,0,9,4.0,39.531,-84.092,0
365975,14,56,15,85,No,For Profit - Corporation,0,0,0,0,0,0,0,23,0,2.0,40.0795,-80.914,1
365976,14,59,26,99,No,Non-Profit - Church Related,0,0,0,0,0,0,0,0,0,1.0,41.4364,-82.713,1
365977,3,28,9,40,No,For Profit - Partnership,0,0,0,0,0,0,0,29,0,1.0,40.8997,-80.833,1
365978,9,55,4,68,No,For Profit - LLC,0,0,0,0,0,0,0,24,0,3.0,39.156,-84.523,0
365979,4,45,39,88,No,Non-Profit - Nonprofit Corporation,0,15,0,0,0,0,0,0,11,4.0,39.8346,-83.976,0
365980,1,54,17,72,No,For Profit - Corporation,0,0,0,0,0,0,0,0,0,3.0,40.0833,-82.942,0
365981,0,9,1,10,No,For Profit - LLC,0,0,0,0,0,0,0,87,0,4.0,39.7693,-84.201,0
365984,19,52,32,103,No,For Profit - Corporation,0,0,0,0,0,0,0,0,0,2.0,39.6305,-84.295,1
365987,14,74,7,95,No,For Profit - Corporation,0,0,0,0,0,0,0,0,0,3.0,40.6818,-80.585,0
365988,8,25,12,45,No,Non-Profit - Church Related,0,0,0,0,0,0,0,0,0,4.0,40.1367,-83.015,0
365990,5,41,30,76,No,For Profit - LLC,0,0,0,0,0,0,0,0,0,2.0,40.5145,-81.453,1
365991,8,31,9,48,No,For Profit - LLC,0,0,0,0,0,0,0,0,0,5.0,41.2241,-80.54,0
365993,5,44,28,77,No,For Profit - Corporation,0,0,0,0,0,0,0,0,0,3.0,40.8827,-81.262,0
365994,7,48,26,81,No,For Profit - Individual,0,0,0,0,0,0,0,0,0,1.0,39.2018,-83.601,1
365995,1,56,22,79,No,For Profit - Corporation,0,23,0,0,0,0,0,0,0,5.0,40.7097,-81.558,0
365996,7,7,17,31,No,Non-Profit - Nonprofit Corporation,0,0,0,0,0,0,0,0,0,5.0,41.6108,-83.669,0
365997,7,62,9,78,No,Non-Profit - Nonprofit Corporation,0,16,0,0,0,0,0,0,0,4.0,41.4111,-82.657,0
365998,10,19,12,41,No,Non-Profit - Nonprofit Corporation,0,0,0,0,0,0,0,0,0,2.0,38.8487,-82.243,1
366000,32,56,9,97,No,For Profit - LLC,0,0,0,0,0,0,0,0,0,5.0,39.642,-84.248,0
366001,4,32,39,75,No,Non-Profit - Nonprofit Corporation,0,0,0,0,0,0,0,0,0,1.0,39.4141,-81.462,1
366002,1,16,4,21,No,For Profit - Corporation,0,0,0,0,0,0,0,0,0,3.0,40.7888,-82.74,0
366003,1,27,0,28,No,For Profit - LLC,0,0,0,0,0,0,0,0,0,5.0,38.6316,-82.846,0
366004,5,50,41,96,No,For Profit - Corporation,0,0,0,0,0,0,0,0,0,4.0,41.3412,-81.368,0
366008,10,134,3,147,No,For Profit - Corporation,0,42,0,0,0,0,0,0,0,2.0,41.5557,-81.48,1
366010,1,49,18,68,No,For Profit - Corporation,0,0,0,0,0,0,0,0,0,4.0,41.095,-81.451,0
366011,6,61,10,77,No,For Profit - Corporation,0,0,0,0,0,0,0,0,0,3.0,41.676,-81.282,0
366012,3,22,13,38,No,For Profit - LLC,0,0,0,0,0,0,0,0,0,2.0,40.6235,-82.611,1
366013,7,36,26,69,No,For Profit - Corporation,0,0,0,0,0,0,0,0,0,3.0,40.6738,-82.591,0
366014,3,29,6,38,No,For Profit - LLC,0,0,0,0,0,0,0,0,0,1.0,40.4086,-82.474,1
366015,21,58,5,84,No,For Profit - LLC,0,22,0,0,0,0,0,10,0,2.0,41.7226,-81.357,1
366016,2,28,16,46,No,For Profit - Corporation,0,0,0,0,0,0,0,0,0,4.0,39.7139,-82.577,0
366021,1,41,6,48,No,For Profit - Corporation,0,0,0,0,0,0,0,0,0,5.0,41.4632,-81.535,0
366022,1,87,8,96,No,For Profit - Corporation,0,0,0,0,0,0,0,0,0,2.0,41.5538,-83.602,1
366023,3,23,46,72,No,Non-Profit - Nonprofit Corporation,0,0,0,0,0,0,0,0,0,4.0,39.1864,-84.545,0
366024,4,65,21,90,No,For Profit - Corporation,0,24,0,0,0,0,0,0,0,4.0,40.5832,-81.917,0
366025,4,42,27,73,No,Non-Profit - Nonprofit Corporation,0,0,0,0,0,0,0,0,13,5.0,39.2398,-84.548,0
366026,7,25,16,48,No,For Profit - Corporation,0,0,0,0,0,0,0,10,0,5.0,40.2833,-83.069,0
366027,13,50,12,75,No,For Profit - Corporation,0,0,0,0,0,0,0,0,0,5.0,40.9414,-81.352,0
366028,2,35,25,62,No,For Profit - LLC,0,0,0,0,0,0,0,0,0,4.0,40.5512,-82.856,0
366031,1,13,16,30,No,For Profit - Individual,0,0,0,0,0,0,0,0,0,5.0,41.4167,-82.363,0
366033,0,39,1,40,No,For Profit - LLC,0,0,0,0,0,0,0,0,0,3.0,40.2903,-84.168,0
366035,2,93,8,103,No,For Profit - Corporation,0,0,0,0,0,0,0,0,44,1.0,39.8957,-84.172,1
366036,0,29,6,35,No,For Profit - Corporation,0,0,0,0,0,0,0,0,0,2.0,40.8183,-81.877,1
366037,3,15,3,21,No,For Profit - Corporation,0,0,0,0,0,0,0,5,0,5.0,40.4447,-81.204,0
366038,6,28,8,42,No,For Profit - Corporation,0,0,0,0,0,0,0,0,0,3.0,39.3501,-83.382,0
366039,3,54,8,65,No,For Profit - Corporation,0,0,0,0,0,0,0,0,0,2.0,41.7295,-83.48,1
366040,26,45,12,83,No,For Profit - Corporation,0,0,0,0,0,0,0,0,0,4.0,39.3752,-84.481,0
366041,1,49,10,60,No,For Profit - LLC,0,18,0,0,0,0,0,0,0,2.0,41.5754,-83.718,1
366042,2,54,26,82,No,For Profit - LLC,0,0,0,0,0,0,0,0,0,3.0,41.6205,-83.709,0
366043,0,23,19,42,No,For Profit - Corporation,0,0,0,0,0,0,0,0,0,4.0,39.5816,-84.323,0
366044,2,30,7,39,No,For Profit - Corporation,0,0,0,0,0,0,0,16,0,3.0,41.1426,-84.603,0
366045,10,113,46,169,No,Non-Profit - Nonprofit Corporation,0,0,0,0,0,0,0,0,0,3.0,41.4171,-81.613,0
366047,6,32,28,66,No,For Profit - LLC,0,0,0,0,0,0,0,0,0,2.0,41.8004,-80.962,1
366050,3,24,17,44,No,Non-Profit - Nonprofit Corporation,0,0,0,0,0,0,0,0,0,3.0,40.6478,-84.152,0
366051,8,36,22,66,No,For Profit - LLC,0,12,0,0,0,0,0,0,0,2.0,39.9895,-82.033,1
366052,18,41,20,79,No,For Profit - Corporation,0,0,0,0,0,0,0,0,0,4.0,40.326,-80.904,0
366053,2,7,19,28,No,Non-Profit - Nonprofit Corporation,0,0,0,0,0,0,0,0,0,4.0,39.4082,-84.618,0
366057,2,39,24,65,No,For Profit - LLC,0,0,0,0,0,0,0,0,0,2.0,41.3723,-81.84,1
366058,6,39,4,49,No,For Profit - Corporation,0,0,0,0,0,0,0,0,0,3.0,41.4285,-81.826,0
366060,15,48,10,73,No,For Profit - Corporation,0,0,0,0,0,0,0,0,0,3.0,41.6751,-83.713,0
366062,6,31,24,61,No,For Profit - Corporation,0,0,0,0,0,0,0,21,0,5.0,40.9845,-80.663,0
366067,0,69,17,86,No,For Profit - Corporation,0,0,0,0,0,4,0,0,0,2.0,41.2905,-82.6,1
366068,5,87,25,117,No,For Profit - LLC,0,12,0,0,0,0,0,7,0,4.0,41.6305,-83.48,0
366071,18,69,55,142,No,Non-Profit - Nonprofit Corporation,0,0,0,0,0,0,0,0,0,4.0,41.3807,-81.712,0
366072,1,75,19,95,No,Government - County,0,0,0,0,0,0,0,0,0,5.0,41.4203,-82.634,0
366073,0,52,8,60,No,For Profit - Corporation,0,0,0,0,0,0,0,20,0,4.0,41.581,-83.902,0
366075,4,26,17,47,No,For Profit - Corporation,0,0,0,0,0,0,0,0,0,3.0,39.3978,-83.225,0
366076,15,26,27,68,No,Non-Profit - Nonprofit Corporation,0,0,0,0,0,0,0,0,0,3.0,40.3871,-82.449,0
366078,9,55,55,119,No,For Profit - Corporation,0,0,0,0,0,0,0,0,0,4.0,40.8226,-81.497,0
366079,3,88,22,113,No,Non-Profit - Nonprofit Corporation,0,0,0,0,0,0,0,0,0,4.0,41.4944,-81.704,0
366080,21,42,50,113,No,For Profit - Corporation,0,0,0,0,0,0,0,0,0,5.0,39.3524,-84.357,0
366081,3,27,4,34,No,For Profit - Corporation,0,0,0,0,0,0,0,0,0,2.0,41.3623,-83.137,1
366084,7,28,14,49,No,For Profit - Corporation,0,0,0,0,0,0,0,0,0,5.0,39.7613,-84.648,0
366085,4,39,6,49,No,For Profit - Corporation,0,0,0,0,0,0,0,0,0,2.0,40.7676,-81.516,1
366087,2,40,6,48,No,For Profit - LLC,0,0,0,0,0,0,0,0,0,2.0,40.78,-80.77,1
366088,22,42,18,82,No,For Profit - LLC,0,0,0,0,0,0,0,0,0,3.0,41.7799,-80.855,0
366092,1,35,48,84,No,For Profit - Corporation,0,0,0,0,0,0,0,0,0,5.0,41.4707,-81.136,0
366093,2,33,39,74,No,For Profit - Individual,0,0,0,0,0,0,0,0,0,4.0,40.5413,-81.478,0
366094,12,69,3,84,No,For Profit - Corporation,4,2,2,0,4,8,0,1,0,1.0,40.0226,-82.89,1
366095,1,60,17,78,No,For Profit - Corporation,0,0,0,0,0,0,0,0,0,4.0,40.8353,-81.38,0
366096,0,50,14,64,No,For Profit - Corporation,0,0,0,0,0,0,0,0,0,2.0,40.9046,-80.826,1
366097,5,21,26,52,No,Non-Profit - Nonprofit Corporation,0,0,0,0,0,0,0,0,0,4.0,41.5406,-84.134,0
366099,0,54,7,61,No,For Profit - Corporation,0,0,0,0,0,0,0,0,0,1.0,39.9383,-83.802,1
366100,4,61,32,97,No,For Profit - Corporation,0,30,0,0,0,0,0,0,0,3.0,39.652,-84.186,0
366102,6,40,6,52,No,Non-Profit - Church Related,0,13,0,0,0,0,0,0,0,5.0,41.0981,-83.169,0
366103,7,35,32,74,No,Non-Profit - Nonprofit Corporation,0,0,0,0,0,0,0,0,0,5.0,41.4585,-81.864,0
366104,3,44,10,57,No,For Profit - Corporation,0,0,0,0,0,0,0,0,0,3.0,40.9041,-80.826,0
366106,3,38,4,45,No,For Profit - Corporation,0,0,0,0,0,0,0,0,0,2.0,41.4996,-81.623,1
366107,1,10,8,19,No,For Profit - Corporation,0,0,0,0,0,0,0,0,0,5.0,38.8359,-83.065,0
366108,12,7,46,65,No,For Profit - Corporation,0,0,0,0,0,0,0,0,0,5.0,39.9505,-84.022,0
366109,5,17,33,55,No,For Profit - Corporation,0,0,0,0,0,0,0,0,0,4.0,39.5437,-84.697,0
366110,3,36,0,39,No,For Profit - Corporation,0,0,0,0,0,0,0,0,0,3.0,41.5077,-81.629,0
366111,3,69,21,93,No,For Profit - LLC,0,0,0,0,0,0,0,0,0,3.0,41.3238,-81.836,0
366112,1,19,19,39,No,Non-Profit - Nonprofit Corporation,0,0,0,0,0,0,0,0,0,2.0,39.5993,-82.945,1
366113,8,10,82,100,No,For Profit - Corporation,0,0,0,0,0,0,0,0,0,2.0,41.1625,-80.641,1
366114,2,69,10,81,No,For Profit - Corporation,0,41,6,0,0,0,0,0,0,2.0,41.5169,-81.477,1
